"GLIMS_ID"	"Latitude"	"Longitude"	"Type"	"M_Basin"	"Basin"	"Sub_basin"	"Area"	"Altitude"	"Dist_gr"	"Gr_fed"	"LithologyGLiM"	"GeologyHodgesYin"	"lake_ar"	"catchm_ar"	"glacier_ar"	"glac_cov"	"dist_lg"	"deb_ar"	"deb_cov"	"no_lakes_ctchm"	"Z_min"	"Z_q25"	"Z_q50"	"Z_mean"	"Z_q75"	"Z_max"	"Z_diff"	"mean_asp_ctchm"	"mean_slp_ctchm"	"mean_slp_250m"	"mean_slp_500m"	"mean_slp_1000m"	"no_eq_tot"	"eq_dep_min"	"eq_dep_q25"	"eq_dep_q50"	"eq_dep_mean"	"eq_dep_q75"	"eq_dep_max"	"no_eq_lt50km"	"no_eq_lt100km"	"no_eq_lt150km"	"no_eq_lt200km"	"no_eq_lt250km"	"no_eq_lt300km"	"no_eq_lt350km"	"no_eq_lt400km"	"eq_mag_min"	"eq_mag_q25"	"eq_mag_q50"	"eq_mag_mean"	"eq_mag_q75"	"eq_mag_max"	"no_eq_gtM25"	"no_eq_gtM30"	"no_eq_gtM35"	"no_eq_gtM40"	"no_eq_gtM45"	"no_eq_gtM50"	"no_eq_gtM55"	"no_eq_gtM60"	"no_eq_gtM65"	"no_eq_gtM70"	"no_eq_gtM75"	"Code"	"Major_Unit"	"bio1_lake"	"bio2_lake"	"bio3_lake"	"bio4_lake"	"bio5_lake"	"bio6_lake"	"bio7_lake"	"bio8_lake"	"bio9_lake"	"bio10_lake"	"bio11_lake"	"bio12_lake"	"bio13_lake"	"bio14_lake"	"bio15_lake"	"bio16_lake"	"bio17_lake"	"bio18_lake"	"bio19_lake"	"bio1_ctchm"	"bio2_ctchm"	"bio3_ctchm"	"bio4_ctchm"	"bio5_ctchm"	"bio6_ctchm"	"bio7_ctchm"	"bio8_ctchm"	"bio9_ctchm"	"bio10_ctchm"	"bio11_ctchm"	"bio12_ctchm"	"bio13_ctchm"	"bio14_ctchm"	"bio15_ctchm"	"bio16_ctchm"	"bio17_ctchm"	"bio18_ctchm"	"bio19_ctchm"	"GLOF"	"Date"
"4713"	"GL087699E27901N"	27.901	87.699	"M(e)"	"Ganga"	"Koshi"	"Arun"	0.126	5226	270	1	"Metamorphics"	"Greater Himalaya Zone"	126092	4630572	1393505	0.301	183	122743	0.088	0	5227	5382	5537	5551	5701	6034	807	-2.4	0.49	0.451217649351403	0.495521696040151	0.505483905520411	120	3.3	32.38	33	36.44	45.83	85.5	96	120	120	120	120	120	120	120	3.4	4.1	4.4	4.46	4.7	6.9	120	120	117	93	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-3.1	75	309	593.28	7.4	-16.89	24.3	4.79	-8.6	4.79	-10.89	3167.3	661.5	20	86	1917.7	80	1917.7	171.8	-3.38	75	309	593.59	7.14	-17.17	24.31	4.51	-8.91	4.51	-11.17	3113.1	650.1	19.5	86	1884.6	78.5	1884.6	168.6	0	NA
"4714"	"GL087699E28817N"	28.817	87.699	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.019	5697	886.397216797	1	"Metamorphics"	"Tibetan Zone"	19135	687180	2196	0.003	758	999	0.455	0	5688	5733	5820	5810	5869	5970	282	2.44	0.38	0.35473173496636	0.404924402898815	0.410985610335789	83	4.44	10.79	33	33.17	38.91	86.3	67	83	83	83	83	83	83	83	3.4	4.1	4.3	4.39	4.6	6.2	83	83	80	68	26	8	2	1	0	0	0	"Tibetan Zone"	"Tibetan Zone"	-4.65	90	320	663	7.55	-20.74	28.2	4.15	-13.34	4.15	-13.55	752.3	267.6	1	143.9	765.7	3	765.7	5	-4.66	90	320.5	662.86	7.54	-20.74	28.2	4.14	-13.35	4.14	-13.56	736.2	262.6	1	144.3	751.5	3	751.5	5.2	0	NA
"4715"	"GL087701E27809N"	27.809	87.701	"M(e)"	"Ganga"	"Koshi"	"Tamor"	0.035	5170	90	1	"iceGlaciers"	"Greater Himalaya Zone"	35025	529900	30797	0.058	348	10186	0.331	0	5168	5199	5244	5248	5283	5385	217	2.2	0.3	0.362714818163348	0.326253939774841	0.312077810792174	124	3.3	32.38	33	36.4	45.83	85.5	99	124	124	124	124	124	124	124	3.4	4.1	4.4	4.45	4.7	6.9	124	124	121	96	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-1.99	74	310	582.26	8.21	-15.59	23.8	5.71	-7.49	5.71	-9.69	3058.9	667.7	17	91	1932.8	68.1	1932.8	141.2	-2.18	74	310	582.39	8.08	-15.78	23.8	5.52	-7.66	5.52	-9.88	3056.9	666.9	17.7	90.6	1929	70.6	1929	145.5	0	NA
"4718"	"GL087704E27916N"	27.916	87.704	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.037	5382	655.209899902	1	"Metamorphics"	"Greater Himalaya Zone"	36671	2571346	359858	0.14	531	62042	0.172	0	5381	5478	5589	5597	5698	6035	654	-1.74	0.48	0.288061477913356	0.419211756355949	0.48105671607498	120	3.3	32.38	33	36.44	45.83	85.5	96	120	120	120	120	120	120	120	3.4	4.1	4.4	4.46	4.7	6.9	120	120	117	93	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-3.85	75	309	595.18	6.75	-17.57	24.4	4.15	-9.35	4.15	-11.57	3066.4	638.3	19	85.7	1849.3	77	1849.3	167.5	-3.81	75	309	595.28	6.77	-17.58	24.4	4.14	-9.33	4.14	-11.58	2964	614	18.9	85	1779	76.1	1779	164.3	0	NA
"4724"	"GL087717E27842N"	27.842	87.717	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.012	5322	569.209960938	1	"Metamorphics"	"Greater Himalaya Zone"	12125	750417	75538	0.101	483	15491	0.205	1	5316	5358	5421	5422	5467	5641	325	-2.96	0.37	0.278198797870707	0.390816495208516	0.374427548833335	122	3.3	31.93	33	36.2	45.53	85.5	98	122	122	122	122	122	122	122	3.4	4.1	4.4	4.45	4.7	6.9	122	122	119	94	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.92	74	309.4	586.44	7.48	-16.52	24	4.88	-8.42	4.88	-10.62	3194.5	670.2	19.4	87	1941.6	78.2	1941.6	164.2	-3.03	74	309.2	586.81	7.37	-16.63	24	4.77	-8.52	4.77	-10.72	3185.2	668	19.5	87	1935.1	78.4	1935.1	164.3	0	NA
"4728"	"GL087721E27850N"	27.85	87.721	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.015	5251	201.246124268	1	"Metamorphics"	"Greater Himalaya Zone"	15142	1383728	660157	0.477	79	559436	0.847	3	5244	5303	5374	5383	5455	5643	399	-0.71	0.33	0.190788932975881	0.329126446705154	0.309851913475706	122	3.3	31.93	33	36.2	45.53	85.5	98	122	122	122	122	122	122	122	3.4	4.1	4.4	4.45	4.7	6.9	122	122	119	94	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.52	74	309	586.83	7.88	-16.19	24.07	5.28	-8.02	5.28	-10.22	3072.8	642.5	19	86.3	1860.9	76.3	1860.9	159.6	-3.03	74	309.1	586.95	7.37	-16.64	24.01	4.77	-8.48	4.77	-10.68	3100.5	649	19	86.8	1880.3	76.4	1880.3	160.4	0	NA
"4730"	"GL087722E27888N"	27.888	87.722	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.028	5464	458.911743164	1	"iceGlaciers"	"Greater Himalaya Zone"	27772	2735203	510433	0.187	400	17795	0.035	0	5458	5607	5720	5730	5859	6096	638	2.94	0.53	0.342706792522242	0.488716349801142	0.519545856547858	122	3.3	32.71	33	36.39	45.53	85.5	98	122	122	122	122	122	122	122	3.4	4.1	4.4	4.45	4.7	6.9	122	122	119	94	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-3.5	75	309	591.9	7	-17.2	24.2	4.3	-9	4.3	-11.3	3080	645	19	86	1871	76	1871	163	-4.04	75	309	593.14	6.51	-17.76	24.26	3.84	-9.55	3.84	-11.77	3030.4	634.3	18.5	86.2	1840.1	74.9	1840.1	161.4	0	NA
"4731"	"GL087722E27917N"	27.917	87.722	"M(e)"	"Ganga"	"Koshi"	"Arun"	0.034	5289	270	1	"Metamorphics"	"Greater Himalaya Zone"	33886	3537810	1561987	0.442	88	113657	0.073	0	5286	5509	5652	5647	5776	6097	811	-0.2	0.56	0.456145898969728	0.574787410376998	0.544279004143893	120	3.3	32.38	33	36.44	45.83	85.5	96	120	120	120	120	120	120	120	3.4	4.1	4.4	4.46	4.7	6.9	120	120	117	93	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-3.39	75	309	594.75	7.15	-17.19	24.4	4.51	-8.95	4.51	-11.19	2569.8	526.6	16.5	84	1526.4	66.7	1526.4	145.7	-3.91	75	309	594.65	6.67	-17.68	24.34	3.99	-9.45	3.99	-11.68	2662.4	547.7	16.9	84.5	1588.9	68.3	1588.9	148.5	0	NA
"4732"	"GL087723E27850N"	27.85	87.723	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.011	5255	180	1	"Metamorphics"	"Greater Himalaya Zone"	11306	1116754	646615	0.579	42	546345	0.845	2	5251	5310	5376	5381	5449	5553	302	-0.82	0.32	0.207092347569986	0.302176372757983	0.30766519091533	122	3.3	31.93	33	36.2	45.53	85.5	98	122	122	122	122	122	122	122	3.4	4.1	4.4	4.45	4.7	6.9	122	122	119	94	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.4	74	309	586.81	8	-16.09	24.09	5.4	-7.9	5.4	-10.1	3052	637.8	19	86.1	1847.2	76.1	1847.2	158.7	-3.04	74	309.1	586.92	7.36	-16.65	24.01	4.76	-8.48	4.76	-10.68	3086.4	645.9	18.9	86.8	1871.4	76	1871.4	159.7	0	NA
"4734"	"GL087725E27919N"	27.919	87.725	"M(e)"	"Ganga"	"Koshi"	"Arun"	0.017	5263	180	1	"Metamorphics"	"Greater Himalaya Zone"	17167	4989694	1744637	0.35	54	188994	0.108	1	5258	5423	5573	5583	5726	6099	841	-0.64	0.51	0.169277203626884	0.295006087360857	0.458624090694205	120	3.3	32.38	33	36.44	45.83	85.5	96	120	120	120	120	120	120	120	3.4	4.1	4.4	4.46	4.7	6.9	120	120	117	93	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.91	75	309	594.69	7.69	-16.71	24.4	4.99	-8.41	4.99	-10.71	2395.1	489.1	15.9	83.9	1417.6	63.8	1417.6	137.6	-3.71	75	309	594.62	6.87	-17.48	24.35	4.19	-9.24	4.19	-11.48	2555.7	524.5	16.4	84.1	1521.7	66.3	1521.7	143.8	0	NA
"4735"	"GL087729E27842N"	27.842	87.729	"M(e)"	"Ganga"	"Koshi"	"Arun"	0.098	5417	254.558441162	1	"Metamorphics"	"Greater Himalaya Zone"	97838	501130	6727	0.013	164	5262	0.782	0	5414	5425	5444	5451	5469	5553	139	1.78	0.23	0.261968736670382	0.271683165367062	0.271464301292545	122	3.3	31.93	33	36.2	45.53	85.5	98	122	122	122	122	122	122	122	3.4	4.1	4.4	4.45	4.7	6.9	122	122	119	94	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-3.2	74	309	586.85	7.2	-16.8	24	4.6	-8.6	4.6	-10.8	3109.6	651.4	19	87	1887.8	76.2	1887.8	160.1	-3.2	74	309	586.72	7.2	-16.8	24	4.6	-8.6	4.6	-10.8	3131.7	656.6	19	87	1902.9	76.4	1902.9	160.9	0	NA
"4736"	"GL087729E27850N"	27.85	87.729	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.011	5300	90	1	"Metamorphics"	"Greater Himalaya Zone"	10752	643441	442920	0.688	0	379122	0.856	0	5297	5340	5400	5402	5456	5551	254	-0.82	0.33	0.205382056767627	0.324366578849005	0.337526719266314	121	3.3	32.61	33	36.41	45.7	85.5	97	121	121	121	121	121	121	121	3.4	4.1	4.4	4.45	4.7	6.9	121	121	118	93	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.71	74	309	586.88	7.69	-16.38	24	5.09	-8.18	5.09	-10.38	3010.4	629.2	18.4	86.4	1822.9	74.2	1822.9	157.2	-3.16	74	309.2	586.98	7.24	-16.76	24	4.64	-8.57	4.64	-10.77	3065.4	641.3	18.9	86.8	1858.2	75.7	1858.2	158.6	0	NA
"4738"	"GL087740E27823N"	27.823	87.74	"M(e)"	"Ganga"	"Koshi"	"Tamor"	0.094	5189	127.279220581	1	"iceGlaciers"	"Greater Himalaya Zone"	93810	1280378	659279	0.515	10	14832	0.022	0	5187	5283	5436	5436	5557	5821	634	2.75	0.41	0.526316407183301	0.475613103448788	0.430981125266816	120	3.3	31.27	33	35.94	45.17	85.5	97	120	120	120	120	120	120	120	3.4	4.1	4.4	4.46	4.7	6.9	120	120	117	93	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.51	74	310	583.53	7.89	-16.01	23.9	5.29	-7.91	5.29	-10.11	3255.3	692.8	19	89	2008.3	76	2008.3	156.1	-3.23	74	309.4	585.14	7.17	-16.76	23.92	4.57	-8.65	4.57	-10.84	3186.6	675.5	18.9	88.2	1960.4	75.5	1960.4	156.9	0	NA
"4740"	"GL087754E27855N"	27.855	87.754	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.048	5355	201.246124268	1	"iceGlaciers"	"Greater Himalaya Zone"	47631	4057779	2300815	0.567	36	69883	0.03	0	5361	5551	5678	5712	5863	6211	850	-1.55	0.42	0.336144382298353	0.377201532137425	0.475031778124397	121	3.3	32.61	33	36.41	45.7	85.5	97	121	121	121	121	121	121	121	3.4	4.1	4.4	4.45	4.7	6.9	121	121	118	93	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-3.2	74	309	587.6	7.2	-16.8	24	4.6	-8.6	4.6	-10.9	2793	575	18	85	1669	72	1669	151	-4.62	74	309	589.15	5.84	-18.18	24.03	3.23	-10.08	3.23	-12.25	2890.9	605.9	17.7	86.7	1761.2	70.9	1761.2	149.3	0	NA
"4744"	"GL087770E27927N"	27.927	87.77	"M(e)"	"Ganga"	"Koshi"	"Arun"	0.932	4909	254.558441162	1	"Metamorphics"	"Greater Himalaya Zone"	931896	45839853	18749812	0.409	172	2949588	0.157	0	4893	5312	5514	5507	5706	6359	1466	-1.85	0.45	0.425621252441968	0.453466417105123	0.486014148363993	120	3.3	32.38	33	36.55	45.83	85.5	96	120	120	120	120	120	120	120	3.4	4.1	4.4	4.46	4.7	6.9	120	120	117	93	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-1.37	75	309	592.64	9.13	-15.27	24.4	6.47	-6.87	6.47	-9.23	1921.1	402.7	12.4	86.5	1177.8	49.3	1177.8	104.8	-3.54	75.2	309	593.99	7.03	-17.32	24.35	4.37	-9.05	4.37	-11.31	2294.6	486.1	13.9	87.5	1423.3	56	1423.3	120.6	0	NA
"4749"	"GL087791E27765N"	27.765	87.791	"M(o)"	"Ganga"	"Koshi"	"Tamor"	0.016	4829	720	1	"Metamorphics"	"Greater Himalaya Zone"	16129	2590136	839660	0.324	490	65463	0.078	0	4831	5001	5136	5139	5283	5536	705	-1.56	0.47	0.287434141462315	0.422368305859533	0.462429680577671	123	3.3	31.7	33	36.48	45.95	85.5	99	123	123	123	123	123	123	123	3.4	4.1	4.4	4.47	4.75	6.9	123	123	119	95	49	13	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-0.67	73	310	573.92	9.43	-14.16	23.51	6.93	-6.07	6.93	-8.27	3039.8	653.9	18	90	1903.6	71.1	1903.6	144.2	-1.3	73	310	574.91	8.83	-14.71	23.55	6.3	-6.69	6.3	-8.89	3185.1	687.9	18	90.4	2003.6	71.7	2003.6	145.2	0	NA
"4750"	"GL087791E27853N"	27.853	87.791	"M(e)"	"Ganga"	"Koshi"	"Tamor"	0.071	5272	324.499603271	1	"iceGlaciers"	"Greater Himalaya Zone"	70850	2769853	970284	0.35	223	54185	0.056	0	5264	5467	5703	5703	5917	6322	1058	2.39	0.49	0.453304665874689	0.50929074606451	0.534004981778158	119	3.3	30.85	33	36.05	45.35	85.5	96	119	119	119	119	119	119	119	3.4	4.1	4.4	4.46	4.7	6.9	119	119	115	91	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-4.19	74	309	588.67	6.31	-17.69	24	3.71	-9.59	3.71	-11.79	2647.6	584.1	13	93	1710.2	53.9	1710.2	114.9	-4.75	74.1	309	590.01	5.77	-18.3	24.06	3.14	-10.2	3.14	-12.36	2714.8	596.1	14.1	92.2	1743.9	57.4	1743.9	121.9	0	NA
"4756"	"GL087806E27881N"	27.881	87.806	"M(e)"	"Ganga"	"Koshi"	"Tamor"	0.306	4681	636.396118164	1	"iceGlaciers"	"Greater Himalaya Zone"	306048	46232912	12070678	0.261	750	2115152	0.175	8	4693	5147	5421	5445	5755	6415	1722	2.42	0.5	0.318911814030465	0.390215170790413	0.440212143207076	117	3.3	31.7	33	36.22	45.7	85.5	94	117	117	117	117	117	117	117	3.5	4.1	4.4	4.47	4.7	6.9	117	117	114	91	46	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-0.79	75	309	586.53	9.61	-14.57	24.11	6.93	-6.27	6.93	-8.57	1814.5	400.5	10	92.3	1175.8	39.8	1175.8	85.6	-3.56	75.1	309	592.49	6.99	-17.3	24.28	4.33	-9.06	4.33	-11.3	2504	558.8	12.7	93.8	1645.2	51.5	1645.2	111.3	0	NA
"4762"	"GL087820E27806N"	27.806	87.82	"M(e)"	"Ganga"	"Koshi"	"Tamor"	0.015	5169	270	1	"Metamorphics"	"Greater Himalaya Zone"	14842	2313595	823933	0.356	84	73548	0.089	0	5160	5361	5476	5486	5628	5865	705	2.26	0.47	0.420316539978241	0.386514737437006	0.473319069199013	119	3.3	31.7	33	36.49	45.95	85.5	96	119	119	119	119	119	119	119	3.5	4.1	4.4	4.47	4.75	6.9	119	119	116	92	48	13	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-2.1	74	310	580.1	8.2	-15.6	23.8	5.6	-7.5	5.6	-9.7	2915	664	14	97	1946	56	1946	115	-2.79	74	309.7	581.98	7.58	-16.27	23.81	4.98	-8.19	4.98	-10.37	2906.6	649.8	14.4	94.6	1903.1	58	1903.1	122	0	NA
"4763"	"GL087822E28011N"	28.011	87.822	"M(e)"	"Ganga"	"Koshi"	"Arun"	0.023	5539	1263.21020508	1	"Metamorphics"	"Greater Himalaya Zone"	23224	4923153	925422	0.188	1232	133546	0.144	0	5539	5687	5799	5813	5925	6333	794	-1.6	0.46	0.349032645988194	0.446016731037944	0.463375841712354	117	3.3	33	33	36.83	46.2	85.5	93	117	117	117	117	117	117	117	3.5	4.1	4.4	4.47	4.7	6.9	117	117	115	91	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-3.8	77	309	603.3	7	-17.8	24.8	4.2	-9.4	4.2	-11.7	2056	438	12	88	1292	49	1292	109	-4.77	76.8	309	603.6	6.01	-18.76	24.79	3.25	-10.38	3.25	-12.65	2356.1	515.9	12.7	91.1	1522.6	52	1522.6	115.5	0	NA
"4764"	"GL087829E28018N"	28.018	87.829	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.031	5698	956.713134766	1	"Metamorphics"	"Greater Himalaya Zone"	31113	3117769	76162	0.024	867	7424	0.097	0	5693	5778	5851	5883	5946	6332	639	-1.92	0.4	0.26006015240805	0.295132974708729	0.306950792022189	117	3.3	33	33	36.83	46.2	85.5	93	117	117	117	117	117	117	117	3.5	4.1	4.4	4.47	4.7	6.9	117	117	115	91	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-4.4	77	309	605.1	6.4	-18.4	24.9	3.7	-10	3.7	-12.3	2143	456	12	88	1340	50	1340	114	-5.07	77	309	605.1	5.76	-19.1	24.85	2.98	-10.71	2.98	-12.95	2307.8	502	12.5	90.4	1479.1	51.4	1479.1	114.6	0	NA
"4765"	"GL087832E27976N"	27.976	87.832	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.023	5622	254.558441162	1	"Metamorphics"	"Greater Himalaya Zone"	23442	813588	23862	0.029	161	1089	0.046	0	5617	5707	5849	5838	5953	6073	456	-1.6	0.53	0.385799899928495	0.557088993927677	0.547547678189819	118	3.3	33	33	36.79	46.08	85.5	94	118	118	118	118	118	118	118	3.5	4.1	4.4	4.47	4.7	6.9	118	118	116	92	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-4.1	76	309	600.53	6.6	-18.09	24.69	3.9	-9.69	3.9	-11.99	2584.9	570.3	13.9	91.9	1685	56.8	1685	125.6	-4.76	76	309	600.7	5.98	-18.64	24.61	3.28	-10.31	3.28	-12.57	2531.2	558.5	13.5	91.9	1648	55.4	1648	122.6	0	NA
"4766"	"GL087834E27980N"	27.98	87.834	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.034	5652	630	1	"Metamorphics"	"Greater Himalaya Zone"	33768	4134884	769058	0.186	685	41901	0.054	0	5648	5774	5897	5888	5991	6225	577	-2.75	0.43	0.208905023989501	0.351824831060018	0.415617218012912	118	3.3	33	33	36.79	46.08	85.5	94	118	118	118	118	118	118	118	3.5	4.1	4.4	4.47	4.7	6.9	118	118	116	92	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-4.45	76	309	600.89	6.25	-18.39	24.64	3.55	-10.05	3.55	-12.29	2603.5	574.8	14	92	1697.1	57	1697.1	124.8	-5.06	76	309	602.06	5.72	-18.96	24.69	2.98	-10.64	2.98	-12.86	2574.6	569.4	13.2	92.5	1680.7	54.7	1680.7	122.2	0	NA
"4768"	"GL087846E27972N"	27.972	87.846	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.061	5775	540	1	"Metamorphics"	"Greater Himalaya Zone"	60661	2397831	551771	0.23	474	27179	0.049	1	5776	5842	5918	5923	5990	6169	393	2.93	0.3	0.232232058712301	0.263145427361701	0.302553718498008	119	3.3	32.8	33	36.57	45.95	85.5	95	119	119	119	119	119	119	119	3.5	4.1	4.4	4.46	4.7	6.9	119	119	116	92	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-4.8	76	309	600.2	6	-18.6	24.6	3.2	-10.3	3.2	-12.6	2477	542	13	91	1594	54	1594	121	-5.18	76	309	601.31	5.61	-19.05	24.66	2.86	-10.75	2.86	-12.98	2518	554.2	13	92	1633.8	53.8	1633.8	120	0	NA
"4769"	"GL087850E27903N"	27.903	87.85	"M(o)"	"Ganga"	"Koshi"	"Tamor"	0.012	5253	201.246124268	1	"unconsSeds"	"Greater Himalaya Zone"	11922	4507873	1765927	0.392	308	60288	0.034	1	5246	5615	5826	5819	6011	6418	1172	-2.8	0.54	0.256147808706008	0.307802935169604	0.534526238226247	118	3.3	32.71	33	36.36	45.6	85.5	95	118	118	118	118	118	118	118	3.5	4.1	4.4	4.47	4.7	6.9	118	118	115	92	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-3.44	75	309	591.84	7.09	-17.21	24.3	4.39	-8.94	4.39	-11.21	2712	596.9	13.7	93	1754.2	56.2	1754.2	121.5	-5.22	75	309	595.39	5.44	-18.92	24.34	2.74	-10.72	2.74	-12.92	2688.2	595.6	13.8	93.1	1755	55.9	1755	121.3	0	NA
"4770"	"GL087850E27912N"	27.912	87.85	"M(o)"	"Ganga"	"Koshi"	"Tamor"	0.022	5459	324.499603271	1	"iceGlaciers"	"Greater Himalaya Zone"	21551	3524565	1401411	0.398	231	24096	0.017	0	5449	5694	5880	5880	6053	6418	969	-3.02	0.53	0.417974804268667	0.428802097421284	0.453097665666053	118	3.3	32.71	33	36.36	45.6	85.5	95	118	118	118	118	118	118	118	3.5	4.1	4.4	4.47	4.7	6.9	118	118	115	92	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-4.58	75	309	594.37	6.02	-18.38	24.3	3.32	-10.08	3.32	-12.28	2744.4	610.8	13	94	1798.3	54.1	1798.3	120	-5.4	75	309	595.93	5.28	-19.11	24.36	2.58	-10.9	2.58	-13.1	2681.8	594.6	13.7	93.1	1752.7	55.7	1752.7	121.1	0	NA
"4771"	"GL087851E27975N"	27.975	87.851	"M(o)"	"Ganga"	"Koshi"	"Arun"	0.033	5832	484.664825439	1	"Metamorphics"	"Greater Himalaya Zone"	32622	1196365	469568	0.392	402	18358	0.039	0	5828	5898	5964	5966	6025	6169	341	-2.85	0.32	0.317369966714464	0.366033770561624	0.323606138978594	117	3.3	32.61	33	36.31	45.7	85.5	94	117	117	117	117	117	117	117	3.5	4.1	4.4	4.47	4.7	6.9	117	117	114	91	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-5.15	76	309	600.9	5.59	-19.05	24.64	2.85	-10.69	2.85	-12.95	2429.8	529.3	13	90.8	1558.6	53	1558.6	117.2	-5.36	76	309	601.82	5.43	-19.26	24.69	2.68	-10.94	2.68	-13.16	2517.2	554.3	13	92.1	1635.1	53.4	1635.1	119	0	NA
"4772"	"GL087854E27878N"	27.878	87.854	"M(o)"	"Ganga"	"Koshi"	"Tamor"	0.015	5212	569.209960938	1	"unconsSeds"	"Greater Himalaya Zone"	14979	2088305	284900	0.136	473	7993	0.028	1	5227	5336	5467	5509	5657	6057	830	2.3	0.5	0.389656122177562	0.504405050834167	0.506358078849512	119	3.3	32.8	33	36.38	45.5	85.5	96	119	119	119	119	119	119	119	3.5	4.1	4.4	4.47	4.7	6.9	119	119	116	93	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-3.1	75	309	589.2	7.3	-16.8	24.2	4.7	-8.6	4.7	-10.8	2883	641	14	94	1887	58	1887	127	-3.75	75	309	589.96	6.75	-17.39	24.18	4.1	-9.23	4.1	-11.4	2869.8	637.8	13.9	93.6	1876.6	57.6	1876.6	126.3	0	NA
"4773"	"GL087857E27876N"	27.876	87.857	"M(o)"	"Ganga"	"Koshi"	"Tamor"	0.023	5211	849.058288574	1	"unconsSeds"	"Greater Himalaya Zone"	22787	2088305	284900	0.136	749	7993	0.028	1	5227	5336	5467	5509	5657	6057	830	2.3	0.5	0.346811232059322	0.452210884725571	0.52192519487197	119	3.3	32.8	33	36.38	45.5	85.5	96	119	119	119	119	119	119	119	3.5	4.1	4.4	4.47	4.7	6.9	119	119	116	93	47	12	3	1	1	0	0	"Greater Himalayan Zone"	"Greater Himalaya Zone"	-3.1	75	309	589.2	7.3	-16.8	24.2	4.7	-8.6	4.7	-10.8	2883	641	14	94	1887	58	1887	127	-3.75	75	309	589.96	6.75	-17.39	24.18	4.1	-9.23	4.1	-11.4	2869.8	637.8	13.9	93.6	1876.6	57.6	1876.6	126.3	0	NA
